protein1 protein2 combined_score
node_name_665 node_name_2120 7.898039690764619
node_name_665 node_name_2122 7.898411092811599
node_name_666 node_name_279 7.898782356970309
node_name_666 node_name_518 7.899153483343097
node_name_666 node_name_1850 7.899524472032198
node_name_666 node_name_1973 7.89989532313973
node_name_667 node_name_456 7.900266036767701
node_name_667 node_name_2364 7.900636613018005
node_name_667 node_name_2472 7.90100705199242
node_name_668 node_name_436 7.901377353792616
node_name_669 node_name_729 7.9017475185201445
node_name_669 node_name_1086 7.902117546276448
node_name_669 node_name_1124 7.902487437162855
node_name_670 node_name_267 7.902857191280582
node_name_670 node_name_2606 7.903226808730733
node_name_671 node_name_441 7.903596289614301
node_name_671 node_name_451 7.903965634032166
node_name_671 node_name_973 7.904334842085095
node_name_671 node_name_2025 7.904703913873747
node_name_672 node_name_376 7.905072849498666
node_name_672 node_name_2456 7.905441649060286
node_name_673 node_name_1907 7.905810312658931
node_name_673 node_name_1986 7.906178840394815
node_name_674 node_name_1907 7.906547232368036
node_name_675 node_name_94 7.906915488678587
node_name_675 node_name_2356 7.907283609426348
node_name_676 node_name_410 7.907651594711089
node_name_676 node_name_1955 7.908019444632471
node_name_676 node_name_2235 7.908387159290043
node_name_677 node_name_954 7.908754738783246
node_name_678 node_name_377 7.909122183211411
node_name_678 node_name_733 7.909489492673759
node_name_679 node_name_1395 7.909856667269403
node_name_680 node_name_2199 7.9102237070973445
node_name_681 node_name_1171 7.9105906122564775
node_name_681 node_name_1445 7.910957382845589
node_name_681 node_name_1446 7.911324018963353
node_name_681 node_name_1986 7.911690520708339
node_name_682 node_name_973 7.912056888179006
node_name_682 node_name_1224 7.912423121473705
node_name_683 node_name_834 7.912789220690681
node_name_683 node_name_2169 7.913155185928068
node_name_684 node_name_1282 7.913521017283895
node_name_684 node_name_1358 7.913886714856082
node_name_685 node_name_554 7.914252278742441
node_name_686 node_name_1358 7.914617709040679
node_name_686 node_name_2366 7.914983005848394
node_name_687 node_name_173 7.915348169263078
node_name_687 node_name_290 7.9157131993821155
node_name_687 node_name_480 7.916078096302786
node_name_687 node_name_565 7.91644286012226
node_name_687 node_name_1033 7.916807490937603
node_name_687 node_name_1171 7.917171988845776
node_name_687 node_name_1358 7.917536353943631
node_name_687 node_name_1546 7.917900586327916
node_name_687 node_name_1586 7.918264686095274
node_name_687 node_name_1610 7.91862865334224
node_name_687 node_name_1710 7.918992488165245
node_name_687 node_name_1721 7.919356190660617
node_name_687 node_name_1725 7.919719760924575
node_name_687 node_name_2359 7.920083199053234
node_name_687 node_name_2372 7.920446505142607
node_name_688 node_name_492 7.9208096792886
node_name_688 node_name_1257 7.9211727215870145
node_name_689 node_name_1169 7.9215356321335495
node_name_689 node_name_1292 7.921898411023797
node_name_689 node_name_1317 7.922261058353247
node_name_689 node_name_1358 7.922623574217286
node_name_689 node_name_1721 7.9229859587111955
node_name_690 node_name_311 7.923348211930154
node_name_691 node_name_2034 7.923710333969238
node_name_691 node_name_2130 7.924072324923417
node_name_692 node_name_2629 7.92443418488756
node_name_693 node_name_95 7.9247959139564355
node_name_693 node_name_334 7.925157512224703
node_name_693 node_name_763 7.925518979786926
node_name_693 node_name_1851 7.92588031673756
node_name_693 node_name_2108 7.926241523170962
node_name_694 node_name_1478 7.926602599181384
node_name_694 node_name_2516 7.9269635448629785
node_name_695 node_name_407 7.927324360309794
node_name_695 node_name_948 7.927685045615778
node_name_695 node_name_1012 7.928045600874777
node_name_695 node_name_1336 7.928406026180535
node_name_695 node_name_1681 7.9287663216266955
node_name_695 node_name_1682 7.9291264873067995
node_name_695 node_name_1790 7.9294865233142895
node_name_695 node_name_1998 7.929846429742503
node_name_695 node_name_2319 7.930206206684683
node_name_696 node_name_88 7.930565854233965
node_name_696 node_name_277 7.930925372483388
node_name_696 node_name_571 7.931284761525891
node_name_696 node_name_1570 7.931644021454311
node_name_697 node_name_30 7.932003152361385
node_name_697 node_name_1080 7.932362154339751
node_name_698 node_name_33 7.932721027481948
node_name_698 node_name_286 7.933079771880415
node_name_698 node_name_442 7.933438387627489
node_name_698 node_name_588 7.933796874815411
node_name_698 node_name_1015 7.934155233536322
node_name_699 node_name_1701 7.934513463882263
node_name_699 node_name_2045 7.934871565945177
node_name_699 node_name_2327 7.935229539816907
node_name_700 node_name_1691 7.9355873855892
node_name_701 node_name_129 7.935945103353701
node_name_701 node_name_735 7.936302693201959
node_name_701 node_name_739 7.936660155225426
node_name_701 node_name_2062 7.937017489515454
node_name_702 node_name_777 7.937374696163295
node_name_702 node_name_779 7.937731775260109
node_name_702 node_name_822 7.938088726896952
node_name_702 node_name_993 7.938445551164788
node_name_702 node_name_1368 7.938802248154481
node_name_702 node_name_1637 7.9391588179567965
node_name_702 node_name_2069 7.939515260662406
node_name_702 node_name_2070 7.939871576361883
node_name_702 node_name_2101 7.940227765145702
node_name_703 node_name_801 7.940583827104244
node_name_703 node_name_1961 7.940939762327791
node_name_703 node_name_2497 7.941295570906532
node_name_704 node_name_389 7.941651252930556
node_name_704 node_name_562 7.9420068084898565
node_name_704 node_name_969 7.942362237674335
node_name_704 node_name_1412 7.942717540573791
node_name_704 node_name_1483 7.943072717277933
node_name_704 node_name_1743 7.943427767876373
node_name_704 node_name_2113 7.943782692458625
node_name_704 node_name_2450 7.9441374911141125
node_name_705 node_name_429 7.944492163932159
node_name_705 node_name_617 7.944846711001996
node_name_706 node_name_805 7.945201132412759
node_name_706 node_name_963 7.945555428253489
node_name_706 node_name_1240 7.945909598613133
node_name_706 node_name_2238 7.946263643580541
node_name_706 node_name_2645 7.946617563244473
node_name_707 node_name_763 7.946971357693591
node_name_708 node_name_836 7.947325027016463
node_name_708 node_name_1358 7.947678571301568
node_name_708 node_name_2212 7.948031990637284
node_name_708 node_name_2216 7.9483852851118995
node_name_709 node_name_1896 7.94873845481361
node_name_709 node_name_1903 7.949091499830517
node_name_710 node_name_51 7.949444420250626
node_name_710 node_name_1392 7.949797216161852
node_name_710 node_name_2212 7.950149887652018
node_name_710 node_name_2213 7.950502434808851
node_name_711 node_name_252 7.950854857719988
node_name_711 node_name_414 7.951207156472972
node_name_711 node_name_496 7.951559331155252
node_name_711 node_name_539 7.951911381854188
node_name_711 node_name_644 7.952263308657046
node_name_711 node_name_1285 7.952615111651
node_name_711 node_name_2111 7.952966790923131
node_name_711 node_name_2112 7.953318346560431
node_name_711 node_name_2113 7.953669778649798
node_name_712 node_name_850 7.954021087278037
node_name_712 node_name_1464 7.954372272531867
node_name_712 node_name_2480 7.954723334497908
node_name_713 node_name_1044 7.955074273262696
node_name_714 node_name_48 7.955425088912672
node_name_714 node_name_148 7.955775781534187
node_name_714 node_name_1385 7.9561263512135
node_name_715 node_name_2291 7.956476798036782
node_name_716 node_name_603 7.956827122090111
node_name_716 node_name_1810 7.957177323459475
node_name_716 node_name_1821 7.957527402230773
node_name_716 node_name_2409 7.957877358489813
node_name_717 node_name_1907 7.958227192322312
node_name_718 node_name_437 7.958576903813898
node_name_718 node_name_438 7.95892649305011
node_name_718 node_name_1416 7.959275960116396
node_name_718 node_name_2059 7.959625305098115
node_name_718 node_name_2261 7.9599745280805365
node_name_719 node_name_302 7.9603236291488395
node_name_719 node_name_303 7.960672608388117
node_name_719 node_name_306 7.96102146588337
node_name_719 node_name_1623 7.961370201719511
node_name_719 node_name_1810 7.9617188159813645
node_name_720 node_name_371 7.962067308753666
node_name_720 node_name_392 7.962415680121064
node_name_720 node_name_1441 7.962763930168115
node_name_721 node_name_1034 7.96311205897929
node_name_722 node_name_1273 7.96346006663897
node_name_722 node_name_1567 7.963807953231451
node_name_722 node_name_1874 7.964155718840937
node_name_722 node_name_2500 7.964503363551548
node_name_722 node_name_2501 7.964850887447313
node_name_723 node_name_9 7.965198290612176
node_name_723 node_name_2614 7.965545573129992
node_name_724 node_name_1344 7.9658927350845286
node_name_724 node_name_2394 7.966239776559467
node_name_724 node_name_2395 7.9665866976384025
node_name_725 node_name_440 7.96693349840484
node_name_725 node_name_1104 7.9672801789422
node_name_725 node_name_1137 7.9676267393338165
node_name_725 node_name_1652 7.967973179662935
node_name_725 node_name_2071 7.968319500012717
node_name_726 node_name_177 7.968665700466235
node_name_726 node_name_1533 7.969011781106478
node_name_726 node_name_2671 7.969357742016346
node_name_727 node_name_1386 7.969703583278656
node_name_727 node_name_2570 7.970049304976135
node_name_728 node_name_644 7.970394907191429
node_name_728 node_name_1070 7.970740390007095
node_name_728 node_name_1296 7.971085753505607
node_name_728 node_name_2388 7.9714309977693505
node_name_728 node_name_2553 7.971776122880628
node_name_729 node_name_669 7.972121128921655
node_name_729 node_name_1159 7.9724660159745655
node_name_729 node_name_1221 7.972810784121404
node_name_729 node_name_1701 7.973155433444133
node_name_729 node_name_2534 7.97349996402463
node_name_730 node_name_398 7.973844375944687
node_name_731 node_name_901 7.974188669286011
node_name_731 node_name_1279 7.974532844130228
node_name_731 node_name_2199 7.9748769005588755
node_name_731 node_name_2203 7.97522083865341
node_name_732 node_name_263 7.975564658495202
node_name_732 node_name_296 7.975908360165538
node_name_732 node_name_364 7.976251943745623
node_name_732 node_name_1756 7.976595409316577
node_name_732 node_name_2685 7.976938756959434
node_name_733 node_name_45 7.97728198675515
node_name_733 node_name_94 7.977625098784593
node_name_733 node_name_218 7.977968093128549
node_name_733 node_name_377 7.978310969867722
node_name_733 node_name_383 7.978653729082731
node_name_733 node_name_401 7.978996370854115
node_name_733 node_name_435 7.979338895262328
node_name_733 node_name_678 7.979681302387741
node_name_733 node_name_759 7.980023592310645
node_name_733 node_name_794 7.980365765111246
node_name_733 node_name_862 7.980707820869669
node_name_733 node_name_1062 7.981049759665957
node_name_733 node_name_1160 7.98139158158007
node_name_733 node_name_1192 7.9817332866918855
node_name_733 node_name_1265 7.982074875081202
node_name_733 node_name_1294 7.982416346827733
node_name_733 node_name_1329 7.982757702011113
node_name_733 node_name_1682 7.983098940710892
node_name_733 node_name_1817 7.983440063006542
node_name_733 node_name_1818 7.983781068977451
node_name_733 node_name_2008 7.984121958702927
node_name_733 node_name_2011 7.984462732262196
node_name_733 node_name_2035 7.984803389734406
node_name_733 node_name_2268 7.98514393119862
node_name_733 node_name_2291 7.9854843567338225
node_name_733 node_name_2301 7.985824666418917
node_name_733 node_name_2302 7.986164860332727
node_name_733 node_name_2303 7.9865049385539955
node_name_733 node_name_2304 7.9868449011613825
node_name_734 node_name_95 7.987184748233473
node_name_734 node_name_408 7.987524479848767
node_name_734 node_name_736 7.987864096085687
node_name_734 node_name_751 7.988203597022576
node_name_734 node_name_964 7.988542982737695
node_name_734 node_name_1006 7.988882253309227
node_name_734 node_name_1388 7.989221408815276
node_name_734 node_name_1841 7.989560449333865
node_name_734 node_name_2056 7.989899374942939
node_name_734 node_name_2197 7.990238185720363
node_name_734 node_name_2202 7.990576881743923
node_name_734 node_name_2277 7.9909154630913255
node_name_735 node_name_701 7.991253929840199
node_name_735 node_name_739 7.991592282068092
node_name_735 node_name_1237 7.9919305198524775
node_name_735 node_name_1543 7.992268643270745
node_name_735 node_name_1881 7.99260665240021
node_name_735 node_name_1958 7.992944547318106
node_name_735 node_name_2060 7.993282328101591
node_name_735 node_name_2061 7.993619994827744
node_name_735 node_name_2062 7.993957547573565
node_name_736 node_name_95 7.994294986415977
node_name_736 node_name_734 7.994632311431825
node_name_736 node_name_751 7.994969522697877
node_name_736 node_name_964 7.995306620290822
node_name_736 node_name_1006 7.995643604287271
node_name_736 node_name_1388 7.99598047476376
node_name_736 node_name_1631 7.996317231796746
node_name_736 node_name_1841 7.9966538754626075
node_name_736 node_name_2197 7.99699040583765
node_name_736 node_name_2202 7.997326822998097
node_name_737 node_name_88 7.9976631270201
node_name_737 node_name_415 7.99799931797973
node_name_737 node_name_1269 7.998335395952982
node_name_737 node_name_1630 7.998671361015776
node_name_737 node_name_1974 7.999007213243955
node_name_737 node_name_2136 7.999342952713282
node_name_737 node_name_2178 7.9996785794994505
node_name_738 node_name_30 8.000014093678072
node_name_738 node_name_405 8.000349495324684
node_name_738 node_name_1080 8.000684784514748
node_name_738 node_name_1927 8.001019961323651
node_name_738 node_name_2162 8.001355025826703
node_name_739 node_name_393 8.001689978099135
node_name_739 node_name_701 8.00202481821611
node_name_739 node_name_735 8.002359546252707
node_name_739 node_name_1237 8.002694162283937
node_name_739 node_name_1543 8.003028666384733
node_name_739 node_name_1881 8.003363058629947
node_name_739 node_name_1958 8.003697339094368
node_name_740 node_name_141 8.0040315078527
node_name_740 node_name_1002 8.004365564979574
node_name_740 node_name_2033 8.00469951054955
node_name_741 node_name_831 8.005033344637111
node_name_741 node_name_1011 8.005367067316664
node_name_741 node_name_1088 8.005700678662542
node_name_741 node_name_1282 8.00603417874901
node_name_741 node_name_2093 8.006367567650246
node_name_742 node_name_1483 8.006700845440367
node_name_742 node_name_1620 8.007034012193408
node_name_742 node_name_1743 8.00736706798333
node_name_743 node_name_88 8.007700012884026
node_name_743 node_name_160 8.008032846969307
node_name_743 node_name_745 8.00836557031292
node_name_743 node_name_1239 8.008698182988528
node_name_743 node_name_1570 8.00903068506973
node_name_743 node_name_1986 8.009363076630045
node_name_744 node_name_223 8.009695357742922
node_name_744 node_name_580 8.010027528481734
node_name_744 node_name_1154 8.010359588919783
node_name_744 node_name_1358 8.0106915391303
node_name_745 node_name_160 8.01102337918644
node_name_745 node_name_366 8.011355109161286
node_name_745 node_name_553 8.011686729127847
node_name_745 node_name_743 8.012018239159062
node_name_745 node_name_1127 8.012349639327795
node_name_745 node_name_1986 8.012680929706839
node_name_745 node_name_1995 8.013012110368916
node_name_745 node_name_2009 8.013343181386672
node_name_746 node_name_281 8.013674142832684
node_name_746 node_name_1303 8.014004994779459
node_name_746 node_name_2006 8.014335737299424
node_name_747 node_name_113 8.014666370464942
node_name_747 node_name_282 8.014996894348302
node_name_747 node_name_540 8.01532730902172
node_name_747 node_name_1538 8.01565761455734
node_name_748 node_name_274 8.015987811027237
node_name_748 node_name_1103 8.016317898503415
node_name_748 node_name_1145 8.016647877057803
node_name_748 node_name_1169 8.016977746762262
node_name_748 node_name_1358 8.017307507688582
node_name_748 node_name_1374 8.017637159908478
node_name_748 node_name_1550 8.017966703493599
node_name_748 node_name_1568 8.01829613851552
node_name_748 node_name_1617 8.01862546504575
node_name_748 node_name_1732 8.018954683155718
node_name_748 node_name_2553 8.019283792916793
node_name_749 node_name_274 8.019612794400267
node_name_749 node_name_1333 8.019941687677365
node_name_749 node_name_2155 8.020270472819238
node_name_750 node_name_1441 8.02059914989697
node_name_751 node_name_734 8.020927718981577
node_name_751 node_name_736 8.021256180143997
node_name_751 node_name_1204 8.021584533455107
node_name_751 node_name_2198 8.021912778985708
node_name_751 node_name_2202 8.022240916806537
node_name_752 node_name_957 8.022568946988255
node_name_752 node_name_2083 8.022896869601457
node_name_752 node_name_2451 8.02322468471667
node_name_753 node_name_1269 8.023552392404348
node_name_753 node_name_1880 8.023879992734878
node_name_754 node_name_1358 8.024207485778577
node_name_754 node_name_1483 8.024534871605695
node_name_754 node_name_2450 8.024862150286411
node_name_755 node_name_1277 8.025189321890835
node_name_755 node_name_1898 8.025516386489008
node_name_755 node_name_2071 8.025843344150903
node_name_756 node_name_172 8.026170194946426
node_name_756 node_name_240 8.026496938945412
node_name_756 node_name_256 8.026823576217629
node_name_756 node_name_433 8.027150106832774
node_name_756 node_name_512 8.027476530860483
node_name_756 node_name_885 8.027802848370312
node_name_756 node_name_1469 8.028129059431759
node_name_756 node_name_1472 8.028455164114252
node_name_756 node_name_1692 8.028781162487148
node_name_756 node_name_2186 8.029107054619736
node_name_756 node_name_2187 8.029432840581244
node_name_757 node_name_1284 8.029758520440822
node_name_757 node_name_1358 8.030084094267563
node_name_757 node_name_2421 8.030409562130485
node_name_758 node_name_111 8.03073492409854
node_name_758 node_name_1358 8.031060180240619
node_name_758 node_name_1762 8.031385330625534
node_name_758 node_name_2492 8.031710375322042
node_name_759 node_name_733 8.032035314398824
node_name_759 node_name_1703 8.0323601479245
node_name_760 node_name_567 8.03268487596762
node_name_760 node_name_985 8.033009498596668
node_name_760 node_name_1426 8.033334015880062
node_name_760 node_name_1513 8.03365842788615
node_name_760 node_name_2459 8.03398273468322
node_name_760 node_name_2460 8.034306936339489
node_name_761 node_name_1401 8.034631032923107
node_name_761 node_name_1443 8.034955024502159
node_name_762 node_name_859 8.035278911144667
node_name_762 node_name_2448 8.035602692918582
node_name_763 node_name_693 8.035926369891792
node_name_763 node_name_707 8.036249942132116
node_name_763 node_name_1635 8.036573409707312
node_name_764 node_name_796 8.03689677268507
node_name_764 node_name_1358 8.037220031133012
node_name_764 node_name_1606 8.037543185118697
node_name_764 node_name_1612 8.037866234709618
node_name_765 node_name_640 8.038189179973203
node_name_765 node_name_1147 8.038512020976814
node_name_765 node_name_2367 8.038834757787749
node_name_766 node_name_316 8.039157390473237
node_name_766 node_name_598 8.03947991910045
node_name_766 node_name_845 8.039802343736485
node_name_766 node_name_1297 8.04012466444838
node_name_766 node_name_1868 8.04044688130311
node_name_767 node_name_54 8.040768994367578
node_name_767 node_name_873 8.041091003708633
node_name_767 node_name_1701 8.041412909393047
node_name_767 node_name_2314 8.041734711487537
node_name_768 node_name_1566 8.042056410058754
node_name_768 node_name_1723 8.04237800517328
node_name_768 node_name_1724 8.042699496897637
node_name_769 node_name_1927 8.043020885298283
node_name_770 node_name_1894 8.043342170441608
node_name_770 node_name_2117 8.043663352393944
node_name_771 node_name_55 8.043984431221553
node_name_771 node_name_65 8.044305406990638
node_name_771 node_name_1080 8.044626279767337
node_name_771 node_name_1156 8.044947049617722
node_name_772 node_name_908 8.045267716607803
node_name_773 node_name_1072 8.045588280803528
node_name_773 node_name_1505 8.045908742270779
node_name_774 node_name_560 8.046229101075378
node_name_775 node_name_171 8.046549357283078
node_name_775 node_name_180 8.046869510959576
node_name_775 node_name_2075 8.047189562170502
node_name_776 node_name_402 8.047509510981422
node_name_776 node_name_1413 8.047829357457841
node_name_776 node_name_1542 8.048149101665201
node_name_777 node_name_702 8.048468743668883
node_name_778 node_name_779 8.048788283534199
node_name_778 node_name_1224 8.049107721326406
node_name_778 node_name_1370 8.049427057110695
node_name_778 node_name_1914 8.049746290952191
node_name_778 node_name_1919 8.050065422915965
node_name_779 node_name_702 8.050384453067021
node_name_779 node_name_778 8.0507033814703
node_name_779 node_name_1224 8.051022208190679
node_name_779 node_name_1370 8.051340933292979
node_name_779 node_name_1592 8.051659556841953
node_name_779 node_name_1914 8.0519780789023
node_name_779 node_name_1919 8.052296499538647
node_name_779 node_name_1973 8.052614818815567
node_name_780 node_name_2341 8.052933036797567
node_name_781 node_name_218 8.053251153549096
node_name_781 node_name_2402 8.05356916913454
node_name_782 node_name_245 8.053887083618223
node_name_783 node_name_638 8.054204897064407
node_name_783 node_name_893 8.054522609537294
node_name_783 node_name_1061 8.054840221101024
node_name_783 node_name_1143 8.055157731819678
node_name_783 node_name_2376 8.055475141757274
node_name_784 node_name_960 8.05579245097777
node_name_784 node_name_1701 8.056109659545061
node_name_785 node_name_1664 8.056426767522984
node_name_786 node_name_947 8.056743774975313
node_name_787 node_name_55 8.057060681965766
node_name_787 node_name_325 8.057377488557991
node_name_787 node_name_438 8.057694194815587
node_name_788 node_name_1031 8.058010800802085
node_name_788 node_name_1952 8.058327306580958
node_name_788 node_name_2033 8.058643712215618
node_name_788 node_name_2041 8.058960017769417
node_name_788 node_name_2205 8.059276223305648
node_name_789 node_name_1240 8.059592328887545
node_name_789 node_name_1703 8.059908334578276
node_name_790 node_name_171 8.060224240440958
node_name_790 node_name_180 8.06054004653864
node_name_790 node_name_482 8.060855752934316
node_name_790 node_name_1548 8.06117135969092
node_name_790 node_name_1810 8.061486866871327
node_name_791 node_name_180 8.061802274538348
node_name_791 node_name_2034 8.06211758275474
node_name_791 node_name_2130 8.062432791583195
node_name_792 node_name_218 8.062747901086354
node_name_792 node_name_1488 8.063062911326792
node_name_792 node_name_1558 8.063377822367027
node_name_792 node_name_1986 8.063692634269517
node_name_792 node_name_2555 8.064007347096661
node_name_793 node_name_1896 8.064321960910803
node_name_793 node_name_1902 8.064636475774222
node_name_793 node_name_1903 8.064950891749143
node_name_793 node_name_2592 8.065265208897733
node_name_794 node_name_429 8.065579427282092
node_name_794 node_name_733 8.065893546964274
node_name_794 node_name_863 8.066207568006265
node_name_794 node_name_1160 8.066521490469993
node_name_794 node_name_1590 8.066835314417336
node_name_795 node_name_603 8.067149039910106
node_name_795 node_name_1645 8.067462667010057
node_name_795 node_name_1810 8.06777619577889
node_name_796 node_name_764 8.068089626278244
node_name_796 node_name_1103 8.068402958569699
node_name_796 node_name_1317 8.068716192714781
node_name_796 node_name_1358 8.069029328774958
node_name_797 node_name_73 8.069342366811636
node_name_797 node_name_800 8.069655306886165
node_name_797 node_name_1358 8.069968149059841
node_name_797 node_name_1833 8.0702808933939
node_name_797 node_name_2359 8.070593539949519
node_name_798 node_name_1381 8.070906088787819
node_name_798 node_name_1793 8.071218539969863
node_name_798 node_name_1794 8.07153089355666
node_name_798 node_name_1795 8.071843149609158
node_name_799 node_name_961 8.07215530818825
node_name_800 node_name_797 8.07246736935477
node_name_800 node_name_820 8.072779333169498
node_name_800 node_name_889 8.073091199693154
node_name_800 node_name_1834 8.073402968986406
node_name_801 node_name_703 8.073714641109857
node_name_801 node_name_1470 8.07402621612406
node_name_801 node_name_1961 8.074337694089515
node_name_801 node_name_2516 8.074649075066652
node_name_802 node_name_121 8.074960359115858
node_name_802 node_name_1307 8.075271546297458
node_name_803 node_name_528 8.07558263667172
node_name_803 node_name_2100 8.075893630298857
node_name_804 node_name_1307 8.076204527239026
node_name_805 node_name_275 8.076515327552329
node_name_805 node_name_706 8.076826031298808
node_name_805 node_name_963 8.077136638538454
node_name_805 node_name_2236 8.0774471493312
node_name_806 node_name_403 8.07775756373692
node_name_806 node_name_1383 8.078067881815437
node_name_807 node_name_661 8.07837810362652
node_name_807 node_name_1226 8.078688229229872
node_name_807 node_name_1955 8.078998258685154
node_name_807 node_name_1956 8.079308192051961
node_name_808 node_name_638 8.07961802938984
node_name_808 node_name_924 8.079927770758275
node_name_808 node_name_1785 8.080237416216702
node_name_808 node_name_2383 8.080546965824498
node_name_809 node_name_266 8.080856419640986
node_name_809 node_name_548 8.081165777725433
node_name_809 node_name_1115 8.081475040137052
node_name_809 node_name_2228 8.081784206935001
node_name_809 node_name_2229 8.082093278178382
node_name_810 node_name_1068 8.082402253926244
node_name_811 node_name_855 8.08271113423758
node_name_811 node_name_900 8.08301991917133
node_name_812 node_name_251 8.083328608786376
node_name_812 node_name_507 8.083637203141548
node_name_812 node_name_1300 8.08394570229562
node_name_812 node_name_1413 8.084254106307318
node_name_812 node_name_1542 8.084562415235304
node_name_813 node_name_339 8.08487062913819
node_name_813 node_name_2376 8.085178748074537
node_name_814 node_name_893 8.085486772102845
node_name_814 node_name_1158 8.085794701281568
node_name_814 node_name_2382 8.0861025356691
node_name_814 node_name_2383 8.086410275323782
node_name_815 node_name_55 8.086717920303906
node_name_815 node_name_88 8.087025470667701
node_name_815 node_name_1174 8.087332926473351
node_name_815 node_name_1344 8.087640287778983
node_name_815 node_name_2017 8.08794755464267
node_name_815 node_name_2018 8.08825472712243
node_name_816 node_name_120 8.088561805276234
node_name_816 node_name_436 8.08886878916199
node_name_816 node_name_483 8.089175678837561
node_name_816 node_name_1842 8.089482474360754
node_name_816 node_name_1980 8.089789175789319
node_name_816 node_name_2282 8.09009578318096
node_name_816 node_name_2405 8.09040229659332
node_name_817 node_name_90 8.090708716083997
node_name_817 node_name_155 8.09101504171053
node_name_817 node_name_156 8.09132127353041
node_name_817 node_name_220 8.09162741160107
node_name_817 node_name_221 8.091933455979893
node_name_817 node_name_1736 8.092239406724211
node_name_817 node_name_1763 8.0925452638913
node_name_817 node_name_2456 8.092851027538384
node_name_818 node_name_415 8.093156697722637
node_name_818 node_name_1999 8.09346227450118
node_name_819 node_name_154 8.09376775793108
node_name_819 node_name_364 8.094073148069352
node_name_819 node_name_650 8.09437844497296
node_name_819 node_name_1358 8.094683648698815
node_name_819 node_name_1606 8.094988759303774
node_name_820 node_name_800 8.095293776844649
node_name_820 node_name_889 8.09559870137819
node_name_821 node_name_222 8.0959035329611
node_name_822 node_name_702 8.096208271650037
node_name_822 node_name_1973 8.096512917501594
node_name_823 node_name_481 8.096817470572319
node_name_823 node_name_1169 8.09712193091871
node_name_823 node_name_1358 8.097426298597213
node_name_823 node_name_1765 8.097730573664219
node_name_823 node_name_2221 8.098034756176071
node_name_824 node_name_1831 8.098338846189057
node_name_825 node_name_1765 8.098642843759418
node_name_826 node_name_490 8.098946748943339
node_name_826 node_name_610 8.09925056179696
node_name_826 node_name_2287 8.099554282376364
node_name_826 node_name_2528 8.099857910737585
node_name_827 node_name_324 8.100161446936607
node_name_827 node_name_1039 8.100464891029363
node_name_827 node_name_1921 8.10076824307173
node_name_827 node_name_1999 8.101071503119543
node_name_828 node_name_444 8.101374671228582
node_name_828 node_name_1795 8.101677747454572
node_name_828 node_name_2464 8.101980731853192
node_name_829 node_name_1816 8.102283624480073
node_name_830 node_name_661 8.10258642539079
node_name_830 node_name_1914 8.102889134640868
node_name_830 node_name_2100 8.103191752285786
node_name_831 node_name_136 8.10349427838097
node_name_831 node_name_741 8.103796712981794
node_name_831 node_name_1011 8.104099056143582
node_name_831 node_name_1358 8.104401307921613
node_name_831 node_name_1638 8.104703468371108
node_name_831 node_name_1733 8.105005537547246
node_name_831 node_name_2093 8.10530751550515
node_name_832 node_name_2600 8.105609402299896
node_name_833 node_name_178 8.105911197986508
node_name_833 node_name_207 8.106212902619962
node_name_833 node_name_345 8.106514516255185
node_name_833 node_name_1130 8.106816038947052
node_name_833 node_name_1641 8.10711747075039
node_name_833 node_name_1678 8.107418811719974
node_name_833 node_name_2036 8.107720061910534
node_name_833 node_name_2495 8.108021221376747
node_name_833 node_name_2595 8.10832229017324
node_name_834 node_name_131 8.108623268354595
node_name_834 node_name_683 8.10892415597534
node_name_834 node_name_876 8.109224953089955
node_name_834 node_name_2168 8.109525659752872
node_name_835 node_name_1121 8.109826276018477
node_name_835 node_name_1134 8.1101268019411
node_name_835 node_name_1654 8.110427237575024
node_name_835 node_name_1810 8.110727582974489
node_name_836 node_name_519 8.11102783819368
node_name_836 node_name_708 8.111328003286733
node_name_836 node_name_1013 8.11162807830774
node_name_836 node_name_1131 8.111928063310739
node_name_836 node_name_1343 8.112227958349724
node_name_836 node_name_1572 8.112527763478637
node_name_836 node_name_2078 8.112827478751374
node_name_836 node_name_2403 8.11312710422178
node_name_837 node_name_1422 8.113426639943654
node_name_837 node_name_2248 8.113726085970747
node_name_837 node_name_2670 8.114025442356757
node_name_838 node_name_242 8.114324709155339
node_name_838 node_name_270 8.114623886420098
node_name_838 node_name_279 8.114922974204593
node_name_838 node_name_868 8.11522197256233
node_name_838 node_name_1131 8.11552088154677
node_name_838 node_name_2280 8.115819701211327
node_name_839 node_name_485 8.116118431609365
node_name_839 node_name_965 8.116417072794205
node_name_839 node_name_2277 8.116715624819111
node_name_840 node_name_1903 8.11701408773731
node_name_840 node_name_2481 8.117312461601975
node_name_841 node_name_88 8.117610746466228
node_name_841 node_name_2034 8.117908942383155
node_name_842 node_name_87 8.118207049405783
node_name_842 node_name_118 8.118505067587098
node_name_842 node_name_161 8.118802996980035
node_name_842 node_name_2016 8.119100837637486
node_name_843 node_name_505 8.119398589612294
node_name_843 node_name_548 8.11969625295725
node_name_843 node_name_2339 8.119993827725105
node_name_843 node_name_2542 8.120291313968561
node_name_844 node_name_264 8.12058871174027
node_name_844 node_name_472 8.120886021092838
node_name_844 node_name_1902 8.121183242078828
node_name_845 node_name_316 8.121480374750751
node_name_845 node_name_598 8.121777419161074
